SCRIP_CD,Scrip_Name,Status,GROUP,FACE_VALUE,ISIN_NUMBER,INDUSTRY,scrip_id,Segment,NSURL,Issuer_Name,Mktcap
534659,Jointeca Education Solutions Ltd,Active,MT,10.00,INE131N01018,,JOINTECAED,Equity,https://www.bseindia.com/stock-share-price/jointeca-education-solutions-ltd/jointecaed/534659/,Jointeca Education Solutions Limited,5.51
534674,Ducon Infratechnologies Ltd,Active,T,1.00,INE741L01018,,DUCON,Equity,https://www.bseindia.com/stock-share-price/ducon-infratechnologies-ltd/ducon/534674/,Ducon Infratechnologies Limited,115.67
534675,Prozone Realty Ltd,Active,B,2.00,INE195N01013,,PROZONER,Equity,https://www.bseindia.com/stock-share-price/prozone-realty-ltd/prozoner/534675/,PROZONE REALTY LIMITED,728.53
534680,SRG Housing Finance Ltd,Active,B,10.00,INE559N01010,,SRGHFL,Equity,https://www.bseindia.com/stock-share-price/srg-housing-finance-ltd/srghfl/534680/,SRG Housing Finance Limited,419.36
534691,Comfort Commotrade Ltd,Active,XT,10.00,INE456N01019,,COMCL,Equity,https://www.bseindia.com/stock-share-price/comfort-commotrade-ltd/comcl/534691/,Comfort Commotrade Limited,14.51
534708,Shanti Guru Industries Ltd,Active,M,10.00,INE892L01019,,SHANTIGURU,Equity,https://www.bseindia.com/stock-share-price/shanti-guru-industries-ltd/shantiguru/534708/,SHANTI GURU INDUSTRIES LIMITED,11.14
534732,Caspian Corporate Services Ltd,Active,XT,10.00,INE176N01039,,CASPIAN,Equity,https://www.bseindia.com/stock-share-price/caspian-corporate-services-ltd/caspian/534732/,CASPIAN CORPORATE SERVICES LIMITED,47.07
534733,Aerpace Industries Ltd,Active,X,1.00,INE175N01023,,AERPACE,Equity,https://www.bseindia.com/stock-share-price/aerpace-industries-ltd/aerpace/534733/,Aerpace Industries Limited,433.26
534741,Virtual Global Education Ltd,Active,X,1.00,INE247C01023,,VIRTUALG,Equity,https://www.bseindia.com/stock-share-price/virtual-global-education-ltd/virtualg/534741/,VIRTUAL GLOBAL EDUCATION LTD.,29.44
534742,Zuari Agro Chemicals Ltd,Active,B,10.00,INE840M01016,,ZUARI,Equity,https://www.bseindia.com/stock-share-price/zuari-agro-chemicals-ltd/zuari/534742/,ZUARI AGRO CHEMICALS LIMITED,1004.13
534748,Steel Exchange India Ltd,Active,B,1.00,INE503B01021,,STEELXIND,Equity,https://www.bseindia.com/stock-share-price/steel-exchange-india-ltd/steelxind/534748/,Steel Exchange India Ltd.,1666.29
534755,Trio Mercantile & Trading Ltd,Active,XT,2.00,INE234G01022,,TRIOMERC,Equity,https://www.bseindia.com/stock-share-price/trio-mercantile--trading-ltd/triomerc/534755/,Trio Mercantile & Trading Limited,12.64
534796,CDG Petchem Ltd,Active,XT,10.00,INE198N01017,,CDG,Equity,https://www.bseindia.com/stock-share-price/cdg-petchem-ltd/cdg/534796/,CDG PETCHEM LIMITED,215.79
534804,CARE Ratings Ltd,Active,A,10.00,INE752H01013,,CARERATING,Equity,https://www.bseindia.com/stock-share-price/care-ratings-ltd/carerating/534804/,CARE Ratings Limited,5164.10
534809,PC Jeweller Ltd,Active,A,1.00,INE785M01021,,PCJEWELLER,Equity,https://www.bseindia.com/stock-share-price/pc-jeweller-ltd/pcjeweller/534809/,PC JEWELLER LIMITED,7150.94
534816,Indus Towers Ltd,Active,A,10.00,INE121J01017,,INDUSTOWER,Equity,https://www.bseindia.com/stock-share-price/indus-towers-ltd/industower/534816/,INDUS TOWERS LIMITED,108415.30
534920,iSERA Lifesciences Ltd,Active,XT,10.00,INE899M01020,,ISERA,Equity,https://www.bseindia.com/stock-share-price/isera-lifesciences-ltd/isera/534920/,iSERA LIFESCIENCES LIMITED,96.48
534976,V-Mart Retail Ltd,Active,A,10.00,INE665J01013,,VMART,Equity,https://www.bseindia.com/stock-share-price/v-mart-retail-ltd/vmart/534976/,V-Mart Retail Limited,6337.19
535136,NIBE Ltd,Active,B,10.00,INE149O01018,,NIBE,Equity,https://www.bseindia.com/stock-share-price/nibe-ltd/nibe/535136/,NIBE LIMITED,2713.48
535204,Mukta Agriculture Ltd,Active,X,10.00,INE160O01031,,MUKTA,Equity,https://www.bseindia.com/stock-share-price/mukta-agriculture-ltd/mukta/535204/,Mukta Agriculture Limited,6.76
535205,Mystic Electronics Ltd,Active,X,10.00,INE159O01033,,MYSTICELE,Equity,https://www.bseindia.com/stock-share-price/mystic-electronics-ltd/mysticele/535205/,Mystic Electronics Limited,47.13
535267,Comfort Fincap Ltd,Active,X,2.00,INE274M01026,,COMFINCAP,Equity,https://www.bseindia.com/stock-share-price/comfort-fincap-ltd/comfincap/535267/,COMFORT FINCAP LIMITED,65.97
535276,SBI Mutual Fund - SBI Sensex ETF,Active,A,10.00,INF200K01VT2,,SBISENSEX,Equity,https://www.bseindia.com/stock-share-price/sbi-mutual-fund---sbi-sensex-etf/sbisensex/535276/,SBI Mutual Fund,
535279,Bothra Metals & Alloys Ltd,Active,M,10.00,INE583M01012,,BMAL,Equity,https://www.bseindia.com/stock-share-price/bothra-metals--alloys-ltd/bmal/535279/,Bothra Metals & Alloys Limited,13.52
535322,Repco Home Finance Ltd,Active,B,10.00,INE612J01015,,REPCOHOME,Equity,https://www.bseindia.com/stock-share-price/repco-home-finance-ltd/repcohome/535322/,Repco Home Finance Limited,2461.16
535387,Lakhotia Polyesters (India) Ltd,Active,X,10.00,INE191O01010,,LAKHOTIA,Equity,https://www.bseindia.com/stock-share-price/lakhotia-polyesters-(india)-ltd/lakhotia/535387/,LAKHOTIA POLYESTERS (INDIA) LIMITED,68.19
535431,GCM Securities Ltd,Active,B,1.00,INE168O01026,,GCMSECU,Equity,https://www.bseindia.com/stock-share-price/gcm-securities-ltd/gcmsecu/535431/,GCM Securities Limited,12.92
535458,NRB Industrial Bearings Ltd,Active,B,2.00,INE047O01014,,NIBL,Equity,https://www.bseindia.com/stock-share-price/nrb-industrial-bearings-ltd/nibl/535458/,NRB INDUSTRIAL BEARINGS LIMITED,75.07
535514,Prime Capital Market Ltd,Active,X,10.00,INE748D01010,,PRIMECAPM,Equity,https://www.bseindia.com/stock-share-price/prime-capital-market-ltd/primecapm/535514/,Prime Capital Market Limited,7.35
535566,KIFS Financial Services Ltd,Active,X,10.00,INE902D01013,,KIFS,Equity,https://www.bseindia.com/stock-share-price/kifs-financial-services-ltd/kifs/535566/,KIFS Financial Services Ltd,131.98
535601,Sreeleathers Ltd,Active,B,10.00,INE099F01013,,SREEL,Equity,https://www.bseindia.com/stock-share-price/sreeleathers-ltd/sreel/535601/,Sreeleathers Limited,504.24
535602,Sharda Motor Industries Ltd,Active,B,2.00,INE597I01028,,SHARDAMOTR,Equity,https://www.bseindia.com/stock-share-price/sharda-motor-industries-ltd/shardamotr/535602/,Sharda Motor Industries Ltd,4737.28
535621,S V Global Mill Ltd,Active,X,5.00,INE159L01013,,SVGLOBAL,Equity,https://www.bseindia.com/stock-share-price/s-v-global-mill-ltd/svglobal/535621/,S V Global Mill Limited,262.20
535647,SDC Techmedia Ltd,Active,MT,10.00,INE807O01011,,SDC,Equity,https://www.bseindia.com/stock-share-price/sdc-techmedia-ltd/sdc/535647/,SDC TECHMEDIA LIMITED,11.72
535648,Just Dial Ltd,Active,A,10.00,INE599M01018,,JUSTDIAL,Equity,https://www.bseindia.com/stock-share-price/just-dial-ltd/justdial/535648/,Just Dial Limited,4580.32
535657,ObjectOne Information Systems Ltd,Active,X,10.00,INE860E01011,,OONE,Equity,https://www.bseindia.com/stock-share-price/objectone-information-systems-ltd/oone/535657/,ObjectOne Information Systems Ltd,7.34
535667,India Finsec Ltd,Active,X,10.00,INE474O01010,,IFINSEC,Equity,https://www.bseindia.com/stock-share-price/india-finsec-ltd/ifinsec/535667/,India Finsec Limited,625.87
535693,Brahmaputra Infrastructure Ltd,Active,X,10.00,INE320I01017,,BRAHMINFRA,Equity,https://www.bseindia.com/stock-share-price/brahmaputra-infrastructure-ltd/brahminfra/535693/,BRAHMAPUTRA INFRASTRUCTURE LIMITED,465.16
535719,Ampvolts Ltd,Active,XT,10.00,INE989J01017,,AMPVOLTS,Equity,https://www.bseindia.com/stock-share-price/ampvolts-ltd/ampvolts/535719/,AMPVOLTS LIMITED,77.00
535730,Khoobsurat Ltd,Active,X,1.00,INE731G01027,,KHOOBSURAT,Equity,https://www.bseindia.com/stock-share-price/khoobsurat-ltd/khoobsurat/535730/,Khoobsurat Ltd.,23.51
535754,Orient Cement Ltd,Active,A,1.00,INE876N01018,,ORIENTCEM,Equity,https://www.bseindia.com/stock-share-price/orient-cement-ltd/orientcem/535754/,ORIENT CEMENT LIMITED,2786.04
535755,Aditya Birla Fashion and Retail Ltd,Active,A,10.00,INE647O01011,,ABFRL,Equity,https://www.bseindia.com/stock-share-price/aditya-birla-fashion-and-retail-ltd/abfrl/535755/,Aditya Birla Fashion and Retail Limited,7423.14
535789,Sammaan Capital Ltd,Active,A,2.00,INE148I01020,,SAMMAANCAP,Equity,https://www.bseindia.com/stock-share-price/sammaan-capital-ltd/sammaancap/535789/,Sammaan Capital Limited,20233.62
535910,Money Masters Leasing & Finance Ltd,Active,B,1.00,INE340O01021,,MMLF,Equity,https://www.bseindia.com/stock-share-price/money-masters-leasing--finance-ltd/mmlf/535910/,Money Masters Leasing & Finance Limited,7.63
535916,Alacrity Securities Ltd,Active,B,10.00,INE030P01017,,ALSL,Equity,https://www.bseindia.com/stock-share-price/alacrity-securities-ltd/alsl/535916/,Alacrity Securities Limited,318.45
535917,GCM Commodity & Derivatives Ltd,Active,M,10.00,INE200P01016,,GCMCOMM,Equity,https://www.bseindia.com/stock-share-price/gcm-commodity--derivatives-ltd/gcmcomm/535917/,GCM Commodity & Derivatives Limited,3.35
535958,Integra Essentia Ltd,Active,T,1.00,INE418N01035,,ESSENTIA,Equity,https://www.bseindia.com/stock-share-price/integra-essentia-ltd/essentia/535958/,Integra Essentia Limited,247.49
536073,Julien Agro Infratech Ltd,Active,X,5.00,INE890N01027,,JULIEN,Equity,https://www.bseindia.com/stock-share-price/julien-agro-infratech-ltd/julien/536073/,JULIEN AGRO INFRATECH LIMITED,17.52
536264,Tiger Logistics (India) Ltd,Active,T,1.00,INE906O01029,,TIGERLOGS,Equity,https://www.bseindia.com/stock-share-price/tiger-logistics-(india)-ltd/tigerlogs/536264/,Tiger Logistics (India) Limited,372.15
536493,JK Agri Genetics Ltd,Active,X,10.00,INE690O01011,,JKAGRI,Equity,https://www.bseindia.com/stock-share-price/jk-agri-genetics-ltd/jkagri/536493/,JK Agri Genetics Limited,148.29
536507,Future Lifestyle Fashions Ltd,Active,Z,2.00,INE452O01016,,FLFL,Equity,https://www.bseindia.com/stock-share-price/future-lifestyle-fashions-ltd/flfl/536507/,Future Lifestyle Fashions Limited,27.44
536565,Novelix Pharmaceuticals Ltd,Active,XT,10.00,INE314I01036,,NOVELIX,Equity,https://www.bseindia.com/stock-share-price/novelix-pharmaceuticals-ltd/novelix/536565/,NOVELIX PHARMACEUTICALS LIMITED,159.87
536659,PVV Infra Ltd,Active,X,5.00,INE428B01021,,PVVINFRA,Equity,https://www.bseindia.com/stock-share-price/pvv-infra-ltd/pvvinfra/536659/,PVV Infra Limited,42.27
536672,VCU Data Management Ltd,Active,XT,10.00,INE962O01014,,VCU,Equity,https://www.bseindia.com/stock-share-price/vcu-data-management-ltd/vcu/536672/,VCU Data Management Limited,12.66
536709,IND Renewable Energy Ltd,Active,Z,10.00,INE138O01029,,INDRENEW,Equity,https://www.bseindia.com/stock-share-price/ind-renewable-energy-ltd/indrenew/536709/,IND Renewable Energy Ltd,15.05
536710,SRG Fingrow Finance Ltd,Active,M,10.00,INE326P01019,,SRGFFL,Equity,https://www.bseindia.com/stock-share-price/srg-fingrow-finance-ltd/srgffl/536710/,SRG FINGROW FINANCE LIMITED,10.75
536737,Amrapali Capital and Finance Services Ltd,Active,MT,10.00,INE218P01018,,ACFSL,Equity,https://www.bseindia.com/stock-share-price/amrapali-capital-and-finance-services-ltd/acfsl/536737/,Amrapali Capital and Finance Services Limited,40.63
536738,Stellar Capital Services Ltd,Active,M,10.00,INE325P01011,,STELLAR,Equity,https://www.bseindia.com/stock-share-price/stellar-capital-services-ltd/stellar/536738/,STELLAR CAPITAL SERVICES LIMITED,14.90
536773,Jindal Poly Investment and Finance Company Ltd,Active,B,10.00,INE147P01019,,JPOLYINVST,Equity,https://www.bseindia.com/stock-share-price/jindal-poly-investment-and-finance-company-ltd/jpolyinvst/536773/,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,1146.90
536846,Yuranus Infrastructure Ltd,Active,XT,10.00,INE156M01017,,YURANUS,Equity,https://www.bseindia.com/stock-share-price/yuranus-infrastructure-ltd/yuranus/536846/,Yuranus Infrastructure Ltd,41.65
536960,Motilal Oswal Nifty Midcap 100 ETF,Active,B,10.00,INF247L01023,,MOM100,Equity,https://www.bseindia.com/stock-share-price/motilal-oswal-nifty-midcap-100-etf/mom100/536960/,Motilal Oswal Mutual Fund,
536974,Captain Polyplast Ltd,Active,X,2.00,INE536P01021,,CPL,Equity,https://www.bseindia.com/stock-share-price/captain-polyplast-ltd/cpl/536974/,CAPTAIN POLYPLAST LIMITED,453.63
537007,ICICI Prudential Nifty 50 ETF,Active,B,10.00,INF109K012R6,,NIFTYIETF,Equity,https://www.bseindia.com/stock-share-price/icici-prudential-nifty-50-etf/niftyietf/537007/,ICICI Prudential Mutual Fund,
537008,ICICI Prudential Nifty 100 ETF,Active,B,1.00,INF109KC16V9,,NIF100IETF,Equity,https://www.bseindia.com/stock-share-price/icici-prudential-nifty-100-etf/nif100ietf/537008/,ICICI Prudential Mutual Fund,
537069,Arnold Holdings Ltd,Active,X,10.00,INE185K01036,,ARNOLD,Equity,https://www.bseindia.com/stock-share-price/arnold-holdings-ltd/arnold/537069/,Arnold Holdings Ltd,32.33
537253,Sunil Healthcare Ltd,Active,X,10.00,INE671C01016,,SUNLOC,Equity,https://www.bseindia.com/stock-share-price/sunil-healthcare-ltd/sunloc/537253/,Sunil Healthcare Limited,74.05
537259,Suyog Telematics Ltd,Active,B,10.00,INE442P01014,,SUYOG,Equity,https://www.bseindia.com/stock-share-price/suyog-telematics-ltd/suyog/537259/,Suyog Telematics Limited,954.89
537291,Nath Bio-Genes (India) Ltd,Active,B,10.00,INE448G01010,,NATHBIOGEN,Equity,https://www.bseindia.com/stock-share-price/nath-bio-genes-(india)-ltd/nathbiogen/537291/,Nath Biogene India Ltd.,305.68
537292,Agri- Tech (India) Ltd,Active,T,10.00,INE449G01018,,AGRITECH,Equity,https://www.bseindia.com/stock-share-price/agri--tech-(india)-ltd/agritech/537292/,Agri-Tech India Ltd.,70.06
537326,Chemtech Industrial Valves Ltd,Active,X,10.00,INE212P01011,,CHEMTECH,Equity,https://www.bseindia.com/stock-share-price/chemtech-industrial-valves-ltd/chemtech/537326/,CHEMTECH INDUSTRIAL VALVES LIMITED,141.52
537483,NIPPON INDIA ETF NIFTY 100,Active,B,10.00,INF204K014N5,,NIF100BEES,Equity,https://www.bseindia.com/stock-share-price/nippon-india-etf-nifty-100/nif100bees/537483/,Nippon India Mutual Fund,
537536,Denis Chem Lab Ltd,Active,X,10.00,INE051G01012,,DENISCHEM,Equity,https://www.bseindia.com/stock-share-price/denis-chem-lab-ltd/denischem/537536/,Denis Chem Lab Limited,101.88
537573,Polymac Thermoformers Ltd,Active,M,10.00,INE826P01018,,POLYMAC,Equity,https://www.bseindia.com/stock-share-price/polymac-thermoformers-ltd/polymac/537573/,Polymac Thermoformers Limited,5.26
537582,Unishire Urban Infra Ltd,Active,MT,10.00,INE210P01015,,UNISHIRE,Equity,https://www.bseindia.com/stock-share-price/unishire-urban-infra-ltd/unishire/537582/,Unishire Urban Infra Limited,3.24
537669,Laxmipati Engineering Works Ltd,Active,M,10.00,INE920P01019,,LAXMIPATI,Equity,https://www.bseindia.com/stock-share-price/laxmipati-engineering-works-ltd/laxmipati/537669/,LAXMIPATI ENGINEERING WORKS LIMITED,174.86
537707,Laddu Gopal Online Services Ltd,Active,X,2.00,INE546I01025,,LADDU,Equity,https://www.bseindia.com/stock-share-price/laddu-gopal-online-services-ltd/laddu/537707/,LADDU GOPAL ONLINE SERVICES LIMITED,6.07
537708,Kotak Nifty 50 ETF,Active,B,1.00,INF174K014P6,,NIFTY1,Equity,https://www.bseindia.com/stock-share-price/kotak-nifty-50-etf/nifty1/537708/,Kotak Mahindra Mutual Fund,
537709,Shree Hanuman Sugar & Industries Ltd,Active,XT,10.00,INE101H01013,,HANSUGAR,Equity,https://www.bseindia.com/stock-share-price/shree-hanuman-sugar--industries-ltd/hansugar/537709/,SHREE HANUMAN SUGAR & INDUSTRIES LTD.,7.25
537750,Kiran Vyapar Ltd,Active,B,10.00,INE555P01013,,KIRANVYPAR,Equity,https://www.bseindia.com/stock-share-price/kiran-vyapar-ltd/kiranvypar/537750/,Kiran Vyapar Limited,541.73
537766,B.C. Power Controls Ltd,Active,X,2.00,INE905P01028,,BCP,Equity,https://www.bseindia.com/stock-share-price/bc-power-controls-ltd/bcp/537766/,B.C. Power Controls Limited,13.47
537784,Karnimata Cold Storage Ltd,Active,M,10.00,INE576P01019,,KCSL,Equity,https://www.bseindia.com/stock-share-price/karnimata-cold-storage-ltd/kcsl/537784/,Karnimata Cold Storage Limited,4.74
537785,Race Eco Chain Ltd,Active,T,10.00,INE084Q01012,,RACE,Equity,https://www.bseindia.com/stock-share-price/race-eco-chain-ltd/race/537785/,RACE ECO CHAIN LIMITED,185.60
537800,Mangalam Industrial Finance Ltd,Active,X,1.00,INE717C01025,,MANGIND,Equity,https://www.bseindia.com/stock-share-price/mangalam-industrial-finance-ltd/mangind/537800/,Mangalam Industrial Finance Limited,92.63
537820,Viji Finance Ltd,Active,T,1.00,INE159N01027,,VIJIFIN,Equity,https://www.bseindia.com/stock-share-price/viji-finance-ltd/vijifin/537820/,VIJI FINANCE LIMITED,64.84
537839,HBG Hotels Ltd,Active,X,10.00,INE977M01024,,HBGHOTELS,Equity,https://www.bseindia.com/stock-share-price/hbg-hotels-ltd/hbghotels/537839/,HBG HOTELS LIMITED,194.93
537840,Raunaq International Ltd,Active,X,10.00,INE523K01012,,RAUNAQ,Equity,https://www.bseindia.com/stock-share-price/raunaq-international-ltd/raunaq/537840/,RAUNAQ INTERNATIONAL LIMITED,9.51
537985,Infronics Systems Ltd,Active,X,10.00,INE463B01036,,INFRONICS,Equity,https://www.bseindia.com/stock-share-price/infronics-systems-ltd/infronics/537985/,INFRONICS SYSTEMS LIMITED,13.55
538057,CPSE ETF,Active,A,10.00,INF457M01133,,CPSEETF,Equity,https://www.bseindia.com/stock-share-price/cpse-etf/cpseetf/538057/,Nippon India Mutual Fund,
538081,Haria Apparels Ltd,Active,X,10.00,INE493N01012,,HARIAAPL,Equity,https://www.bseindia.com/stock-share-price/haria-apparels-ltd/hariaapl/538081/,Haria Apparels Limited,8.72
538092,Shri Vasuprada Plantations Ltd,Active,X,10.00,INE574G01013,,VASUPRADA,Equity,https://www.bseindia.com/stock-share-price/shri-vasuprada-plantations-ltd/vasuprada/538092/,SHRI VASUPRADA PLANTATIONS LIMITED,80.16
538119,R&B Denims Ltd,Active,B,1.00,INE012Q01039,,RNBDENIMS,Equity,https://www.bseindia.com/stock-share-price/rb-denims-ltd/rnbdenims/538119/,R&B Denims Limited,295.56
538212,Sharp Investments Ltd,Active,X,1.00,INE909D01026,,SHARPINV,Equity,https://www.bseindia.com/stock-share-price/sharp-investments-ltd/sharpinv/538212/,SHARP INVESTMENTS LTD,9.68
538268,Wonderla Holidays Ltd,Active,B,10.00,INE066O01014,,WONDERLA,Equity,https://www.bseindia.com/stock-share-price/wonderla-holidays-ltd/wonderla/538268/,Wonderla Holidays Limited,3049.73
538273,Response Informatics Ltd,Active,X,10.00,INE401B01010,,RESPONSINF,Equity,https://www.bseindia.com/stock-share-price/response-informatics-ltd/responsinf/538273/,Response Informatics Limited,17.87
538319,GCM Capital Advisors Ltd,Active,MT,10.00,INE191P01017,,GCMCAPI,Equity,https://www.bseindia.com/stock-share-price/gcm-capital-advisors-ltd/gcmcapi/538319/,GCM Capital Advisors Limited,6.88
538351,A.F. Enterprises Ltd,Active,Z,10.00,INE663P01015,,AFEL,Equity,https://www.bseindia.com/stock-share-price/af-enterprises-ltd/afel/538351/,A.F. Enterprises Limited,6.02
538365,Incredible Industries Ltd,Active,B,10.00,INE452L01012,,INCREDIBLE,Equity,https://www.bseindia.com/stock-share-price/incredible-industries-ltd/incredible/538365/,INCREDIBLE INDUSTRIES LIMITED,157.08
538382,West Leisure Resorts Ltd,Active,X,10.00,INE266P01017,,WESTLEIRES,Equity,https://www.bseindia.com/stock-share-price/west-leisure-resorts-ltd/westleires/538382/,WEST LEISURE RESORTS LIMITED,27.53
538395,Nam Securities Ltd,Active,X,10.00,INE792G01011,,NAM,Equity,https://www.bseindia.com/stock-share-price/nam-securities-ltd/nam/538395/,Nam Securities Ltd.,43.41
538401,Maestros Electronics & Telecommunications Systems Ltd,Active,X,10.00,INE318N01011,,METSL,Equity,https://www.bseindia.com/stock-share-price/maestros-electronics--telecommunications-systems-ltd/metsl/538401/,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,76.67
538422,Jackson Investments Ltd,Active,X,1.00,INE508N01025,,JACKSON,Equity,https://www.bseindia.com/stock-share-price/jackson-investments-ltd/jackson/538422/,Jackson Investments Limited,11.92
538446,Moneyboxx Finance Ltd,Active,B,10.00,INE296Q01012,,MONEYBOXX,Equity,https://www.bseindia.com/stock-share-price/moneyboxx-finance-ltd/moneyboxx/538446/,MONEYBOXX FINANCE LIMITED,484.48
538451,Worth Investment & Trading Co Ltd,Active,XT,1.00,INE114O01020,,WORTH,Equity,https://www.bseindia.com/stock-share-price/worth-investment--trading-co-ltd/worth/538451/,Worth Investment & Trading Co Limited,162.37
538464,Thirani Projects Ltd,Active,X,10.00,INE901C01017,,TPROJECT,Equity,https://www.bseindia.com/stock-share-price/thirani-projects-ltd/tproject/538464/,Thirani Projects Limited,8.37
538465,Amarnath Securities Ltd,Active,X,10.00,INE745P01010,,AMARSEC,Equity,https://www.bseindia.com/stock-share-price/amarnath-securities-ltd/amarsec/538465/,Amarnath Securities Ltd.,4.22
538476,Capital Trade Links Ltd,Active,X,1.00,INE172D01021,,CTL,Equity,https://www.bseindia.com/stock-share-price/capital-trade-links-ltd/ctl/538476/,Capital Trade Links Limited,202.80
538496,Tarini International Ltd,Active,M,10.00,INE849M01017,,TARINI,Equity,https://www.bseindia.com/stock-share-price/tarini-international-ltd/tarini/538496/,Tarini International Limited,10.40
538521,Yaan Enterprises Ltd,Active,X,10.00,INE969E01010,,YAANENT,Equity,https://www.bseindia.com/stock-share-price/yaan-enterprises-ltd/yaanent/538521/,YAAN ENTERPRISES LIMITED,28.67
538539,Annvrridhhi  Ventures Ltd,Active,X,10.00,INE075K01013,,ANVRDHI,Equity,https://www.bseindia.com/stock-share-price/annvrridhhi--ventures-ltd/anvrdhi/538539/,ANNVRRIDHHI VENTURES LIMITED,16.67
538540,Ramchandra Leasing & Finance Ltd,Active,XT,1.00,INE516P01015,,RLFL,Equity,https://www.bseindia.com/stock-share-price/ramchandra-leasing--finance-ltd/rlfl/538540/,Ramchandra Leasing & Finance Limited,134.65
538546,Bansal Roofing Products Ltd,Active,B,10.00,INE319Q01012,,BRPL,Equity,https://www.bseindia.com/stock-share-price/bansal-roofing-products-ltd/brpl/538546/,Bansal Roofing Products Limited,151.61
538556,Arman Holdings Ltd,Active,X,10.00,INE510P01018,,ARMAN,Equity,https://www.bseindia.com/stock-share-price/arman-holdings-ltd/arman/538556/,Arman Holdings Limited,58.36
538562,Skipper Ltd,Active,A,1.00,INE439E01022,,SKIPPER,Equity,https://www.bseindia.com/stock-share-price/skipper-ltd/skipper/538562/,Skipper Limited,6108.76
538563,SMT Engineering Ltd,Active,XT,10.00,INE673E01018,,SMTEL,Equity,https://www.bseindia.com/stock-share-price/smt-engineering-ltd/smtel/538563/,SMT ENGINEERING LIMITED,699.31
538564,James Warren Tea Ltd,Active,X,10.00,INE718P01017,,JAMESWARREN,Equity,https://www.bseindia.com/stock-share-price/james-warren-tea-ltd/jameswarren/538564/,James Warren Tea Limited,116.45
538565,Vistar Amar Ltd,Active,X,10.00,INE878P01019,,VISTARAMAR,Equity,https://www.bseindia.com/stock-share-price/vistar-amar-ltd/vistaramar/538565/,Vistar Amar Limited,118.45
538567,Gulf Oil Lubricants India Ltd,Active,B,2.00,INE635Q01029,,GULFOILLUB,Equity,https://www.bseindia.com/stock-share-price/gulf-oil-lubricants-india-ltd/gulfoillub/538567/,Gulf Oil Lubricants India Limited,5088.34
538568,Fruition Venture Ltd,Active,X,10.00,INE836C01015,,FRUTION,Equity,https://www.bseindia.com/stock-share-price/fruition-venture-ltd/frution/538568/,Fruition Venture Limited,11.40
538569,Triveni Enterprises Ltd,Active,X,1.00,INE916P01025,,TRIVENIENT,Equity,https://www.bseindia.com/stock-share-price/triveni-enterprises-ltd/trivenient/538569/,Triveni Enterprises Limited,6.01
538576,Bhanderi Infracon Ltd,Active,MT,10.00,INE336Q01016,,BHANDERI,Equity,https://www.bseindia.com/stock-share-price/bhanderi-infracon-ltd/bhanderi/538576/,Bhanderi Infracon Limited,36.35
538579,Zinema Media And Entertainment Ltd,Active,MT,10.00,INE641Q01019,,ZINEMA,Equity,https://www.bseindia.com/stock-share-price/zinema-media-and-entertainment-ltd/zinema/538579/,ZINEMA MEDIA AND ENTERTAINMENT LIMITED,13.03
538596,Cemantic Infra-Tech Ltd,Active,X,10.00,INE222B01028,,CEMAINFRA,Equity,https://www.bseindia.com/stock-share-price/cemantic-infra-tech-ltd/cemainfra/538596/,CEMANTIC INFRA-TECH LIMITED,10.78
538597,TTI Enterprise Ltd,Active,XT,10.00,INE404F01031,,TTIENT,Equity,https://www.bseindia.com/stock-share-price/tti-enterprise-ltd/ttient/538597/,TTI Enterprise Limited,22.36
538598,Vishal Fabrics Ltd,Active,B,5.00,INE755Q01025,,VISHAL,Equity,https://www.bseindia.com/stock-share-price/vishal-fabrics-ltd/vishal/538598/,Vishal Fabrics Limited,502.15
538607,Toyam Sports Ltd,Active,X,1.00,INE457P01020,,TOYAMSL,Equity,https://www.bseindia.com/stock-share-price/toyam-sports-ltd/toyamsl/538607/,TOYAM SPORTS LIMITED,42.18
538609,Gajanan Securities Services Ltd,Active,X,10.00,INE868G01019,,GAJANANSEC,Equity,https://www.bseindia.com/stock-share-price/gajanan-securities-services-ltd/gajanansec/538609/,Gajanan Securities Services Ltd.,17.49
538610,Unison Metals Ltd,Active,XT,1.00,INE099D01026,,UNISON,Equity,https://www.bseindia.com/stock-share-price/unison-metals-ltd/unison/538610/,Unison Metals Ltd,25.48
538611,Real Touch Finance Ltd,Active,Z,10.00,INE840I01014,,RTFL,Equity,https://www.bseindia.com/stock-share-price/real-touch-finance-ltd/rtfl/538611/,Real Touch Finance Limited,57.88
538634,Vasundhara Rasayans Ltd,Active,XT,10.00,INE406F01010,,VRL,Equity,https://www.bseindia.com/stock-share-price/vasundhara-rasayans-ltd/vrl/538634/,Vasundhara Rasayans Ltd.,54.00
538635,Snowman Logistics Ltd,Active,B,10.00,INE734N01019,,SNOWMAN,Equity,https://www.bseindia.com/stock-share-price/snowman-logistics-ltd/snowman/538635/,SNOWMAN LOGISTICS LIMITED,654.65
538646,QGO Finance Ltd,Active,X,10.00,INE837C01013,,QGO,Equity,https://www.bseindia.com/stock-share-price/qgo-finance-ltd/qgo/538646/,QGO FINANCE LIMITED,29.93
