SCRIP_CD,Scrip_Name,Status,GROUP,FACE_VALUE,ISIN_NUMBER,INDUSTRY,scrip_id,Segment,NSURL,Issuer_Name,Mktcap
500002,ABB India Ltd,Active,A,2.00,INE117A01022,,ABB,Equity,https://www.bseindia.com/stock-share-price/abb-india-ltd/abb/500002/,ABB India Limited,153654.76
500003,Aegis Logistics Ltd,Active,A,1.00,INE208C01025,,AEGISLOG,Equity,https://www.bseindia.com/stock-share-price/aegis-logistics-ltd/aegislog/500003/,Aegis Logistics Ltd.,35394.84
500008,Amara Raja Energy & Mobility Ltd,Active,A,1.00,INE885A01032,,ARE&M,Equity,https://www.bseindia.com/stock-share-price/amara-raja-energy--mobility-ltd/arem/500008/,Amara Raja Energy & Mobility Limited,15453.75
500009,Ambalal Sarabhai Enterprises Ltd,Active,B,10.00,INE432A01017,,AMBALALSA,Equity,https://www.bseindia.com/stock-share-price/ambalal-sarabhai-enterprises-ltd/ambalalsa/500009/,Ambalal Sarabhai Enterprise Ltd.,243.69
500012,Andhra Petrochemicals Ltd,Active,X,10.00,INE714B01016,,ANDHRAPET,Equity,https://www.bseindia.com/stock-share-price/andhra-petrochemicals-ltd/andhrapet/500012/,Andhra Petrochemicals Ltd.,387.47
500013,Ansal Properties & Infrastructure Ltd,Active,Z,5.00,INE436A01026,,ANSALAPI,Equity,https://www.bseindia.com/stock-share-price/ansal-properties--infrastructure-ltd/ansalapi/500013/,Ansal Properties & Infrastructure Ltd.,64.06
500014,Utique Enterprises Ltd,Active,X,10.00,INE096A01010,,UTIQUE,Equity,https://www.bseindia.com/stock-share-price/utique-enterprises-ltd/utique/500014/,UTIQUE ENTERPRISES LIMITED,23.16
500016,Aruna Hotels Ltd,Active,X,10.00,INE957C01019,,ARUNAHTEL,Equity,https://www.bseindia.com/stock-share-price/aruna-hotels-ltd/arunahtel/500016/,Aruna Hotels Ltd.,26.58
500020,Bombay Dyeing & Manufacturing Company Ltd,Active,A,2.00,INE032A01023,,BOMDYEING,Equity,https://www.bseindia.com/stock-share-price/bombay-dyeing--manufacturing-company-ltd/bomdyeing/500020/,Bombay Dyeing & Mfg. Co. Ltd.,2786.16
500023,Asian Hotels (North) Ltd,Active,B,10.00,INE363A01022,,ASIANHOTNR,Equity,https://www.bseindia.com/stock-share-price/asian-hotels-(north)-ltd/asianhotnr/500023/,Asian Hotels (North) Limited,1274.31
500027,Atul Ltd,Active,A,10.00,INE100A01010,,ATUL,Equity,https://www.bseindia.com/stock-share-price/atul-ltd/atul/500027/,Atul Limited.,19107.99
500028,ATV Projects India Ltd,Active,X,10.00,INE447A01015,,ATVPR,Equity,https://www.bseindia.com/stock-share-price/atv-projects-india-ltd/atvpr/500028/,ATV Projects India Ltd,150.38
500031,Bajaj Electricals Ltd-$,Active,A,2.00,INE193E01025,,BAJAJELEC,Equity,https://www.bseindia.com/stock-share-price/bajaj-electricals-ltd/bajajelec/500031/,Bajaj Electricals Ltd.,3762.38
500032,Bajaj Hindusthan Sugar Ltd,Active,A,1.00,INE306A01021,,BAJAJHIND,Equity,https://www.bseindia.com/stock-share-price/bajaj-hindusthan-sugar-ltd/bajajhind/500032/,Bajaj Hindusthan Sugar Limited,4587.69
500033,Force Motors Ltd-$,Active,A,10.00,INE451A01017,,FORCEMOT,Equity,https://www.bseindia.com/stock-share-price/force-motors-ltd/forcemot/500033/,Force Motors Limited,24337.64
500034,Bajaj Finance Ltd,Active,A,1.00,INE296A01032,,BAJFINANCE,Equity,https://www.bseindia.com/stock-share-price/bajaj-finance-ltd/bajfinance/500034/,Bajaj Finance Limited,598501.25
500038,Balrampur Chini Mills Ltd,Active,A,1.00,INE119A01028,,BALRAMCHIN,Equity,https://www.bseindia.com/stock-share-price/balrampur-chini-mills-ltd/balramchin/500038/,Balrampur Chini Mills Ltd.,10737.70
500039,Banco Products (India) Ltd-$,Active,A,2.00,INE213C01025,,BANCOINDIA,Equity,https://www.bseindia.com/stock-share-price/banco-products-(india)-ltd/bancoindia/500039/,Banco Products (India) Ltd.,9479.08
500040,Aditya Birla Real Estate Ltd,Active,A,10.00,INE055A01016,,ABREL,Equity,https://www.bseindia.com/stock-share-price/aditya-birla-real-estate-ltd/abrel/500040/,ADITYA BIRLA REAL ESTATE LIMITED,14254.60
500041,Bannari Amman Sugars Ltd,Active,B,10.00,INE459A01010,,BANARISUG,Equity,https://www.bseindia.com/stock-share-price/bannari-amman-sugars-ltd/banarisug/500041/,Bannari Amman Sugars Ltd.,4487.96
500042,BASF India Ltd,Active,A,10.00,INE373A01013,,BASF,Equity,https://www.bseindia.com/stock-share-price/basf-india-ltd/basf/500042/,BASF India Ltd,15115.35
500043,Bata India Ltd,Active,A,5.00,INE176A01028,,BATAINDIA,Equity,https://www.bseindia.com/stock-share-price/bata-india-ltd/bataindia/500043/,Bata India Limited,9619.00
500048,BEML Ltd,Active,A,5.00,INE258A01024,,BEML,Equity,https://www.bseindia.com/stock-share-price/beml-ltd/beml/500048/,BEML Ltd,14562.67
500049,Bharat Electronics Ltd,Active,A,1.00,INE263A01024,,BEL,Equity,https://www.bseindia.com/stock-share-price/bharat-electronics-ltd/bel/500049/,Bharat Electronics Ltd.,312237.20
500051,Bhagawati Gas Ltd,Active,XT,10.00,INE099C01010,,BHAGGAS,Equity,https://www.bseindia.com/stock-share-price/bhagawati-gas-ltd/bhaggas/500051/,Bhagawati Gas Limited,13.09
500052,Bhansali Engineering Polymers Ltd-$,Active,B,1.00,INE922A01025,,BEPL,Equity,https://www.bseindia.com/stock-share-price/bhansali-engineering-polymers-ltd/bepl/500052/,Bhansali Engineering Polymers Ltd.,2633.92
500058,Bihar Sponge Iron Ltd,Active,X,10.00,INE819C01011,,BIHSPONG,Equity,https://www.bseindia.com/stock-share-price/bihar-sponge-iron-ltd/bihspong/500058/,Bihar Sponge Iron Ltd,118.08
500059,Bil Vyapar Ltd,Active,T,10.00,INE071A01013,,BILVYAPAR,Equity,https://www.bseindia.com/stock-share-price/bil-vyapar-ltd/bilvyapar/500059/,BIL VYAPAR LIMITED,13.77
500060,Birla Cable Ltd,Active,T,10.00,INE800A01015,,BIRLACABLE,Equity,https://www.bseindia.com/stock-share-price/birla-cable-ltd/birlacable/500060/,Birla Cable Limited,679.80
500067,Blue Star Ltd,Active,A,2.00,INE472A01039,,BLUESTARCO,Equity,https://www.bseindia.com/stock-share-price/blue-star-ltd/bluestarco/500067/,Blue Star Ltd,34285.24
500068,Disa India Ltd,Active,B,10.00,INE131C01011,,DISAQ,Equity,https://www.bseindia.com/stock-share-price/disa-india-ltd/disaq/500068/,Disa India Ltd.,1785.76
500069,Quest Capital Markets Ltd,Active,X,10.00,INE418C01012,,QUESTCAP,Equity,https://www.bseindia.com/stock-share-price/quest-capital-markets-ltd/questcap/500069/,QUEST CAPITAL MARKETS LIMITED,277.60
500074,BPL Ltd,Active,B,10.00,INE110A01019,,BPL,Equity,https://www.bseindia.com/stock-share-price/bpl-ltd/bpl/500074/,BPL Ltd.,266.67
500078,Oriental Aromatics Ltd-$,Active,B,5.00,INE959C01023,,OAL,Equity,https://www.bseindia.com/stock-share-price/oriental-aromatics-ltd/oal/500078/,ORIENTAL AROMATICS LIMITED,1156.84
500083,Century Extrusions Ltd,Active,B,1.00,INE281A01026,,CENTEXT,Equity,https://www.bseindia.com/stock-share-price/century-extrusions-ltd/centext/500083/,Century Extrusions Ltd.,158.80
500084,CESC Ltd,Active,A,1.00,INE486A01021,,CESC,Equity,https://www.bseindia.com/stock-share-price/cesc-ltd/cesc/500084/,CESC Limited,22395.51
500085,Chambal Fertilisers & Chemicals Ltd,Active,A,10.00,INE085A01013,,CHAMBLFERT,Equity,https://www.bseindia.com/stock-share-price/chambal-fertilisers--chemicals-ltd/chamblfert/500085/,Chambal Fertilisers & Chemicals Ltd,19401.59
500086,Exide Industries Ltd,Active,A,1.00,INE302A01020,,EXIDEIND,Equity,https://www.bseindia.com/stock-share-price/exide-industries-ltd/exideind/500086/,Exide Industries Ltd.,32342.50
500087,Cipla Ltd,Active,A,2.00,INE059A01026,,CIPLA,Equity,https://www.bseindia.com/stock-share-price/cipla-ltd/cipla/500087/,Cipla Ltd.,109370.14
500089,DIC India Ltd,Active,B,10.00,INE303A01010,,DICIND,Equity,https://www.bseindia.com/stock-share-price/dic-india-ltd/dicind/500089/,DIC India Ltd,481.85
500092,Crisil Ltd,Active,A,1.00,INE007A01025,,CRISIL,Equity,https://www.bseindia.com/stock-share-price/crisil-ltd/crisil/500092/,CRISIL Ltd.,30234.51
500093,CG Power and Industrial Solutions Ltd,Active,A,2.00,INE067A01029,,CGPOWER,Equity,https://www.bseindia.com/stock-share-price/cg-power-and-industrial-solutions-ltd/cgpower/500093/,CG Power and Industrial Solutions Limited,151715.73
500096,Dabur India Ltd,Active,A,1.00,INE016A01026,,DABUR,Equity,https://www.bseindia.com/stock-share-price/dabur-india-ltd/dabur/500096/,Dabur India Ltd.,75153.49
500097,Dalmia Bharat Sugar and Industries Ltd,Active,B,2.00,INE495A01022,,DALMIASUG,Equity,https://www.bseindia.com/stock-share-price/dalmia-bharat-sugar-and-industries-ltd/dalmiasug/500097/,Dalmia Bharat Sugar and Industries Ltd,2734.53
500101,Arvind Ltd,Active,A,10.00,INE034A01011,,ARVIND,Equity,https://www.bseindia.com/stock-share-price/arvind-ltd/arvind/500101/,Arvind Ltd.,13543.44
500103,Bharat Heavy Electricals Ltd,Active,A,2.00,INE257A01026,,BHEL,Equity,https://www.bseindia.com/stock-share-price/bharat-heavy-electricals-ltd/bhel/500103/,Bharat Heavy Electricals Ltd.,144087.78
500104,Hindustan Petroleum Corporation Ltd,Active,A,10.00,INE094A01015,,HINDPETRO,Equity,https://www.bseindia.com/stock-share-price/hindustan-petroleum-corporation-ltd/hindpetro/500104/,Hindustan Petroleum Corporation Ltd,83421.28
500106,IFCI Ltd,Active,A,10.00,INE039A01010,,IFCI,Equity,https://www.bseindia.com/stock-share-price/ifci-ltd/ifci/500106/,IFCI Ltd.,23109.13
500108,Mahanagar Telephone Nigam Ltd,Active,B,10.00,INE153A01019,,MTNL,Equity,https://www.bseindia.com/stock-share-price/mahanagar-telephone-nigam-ltd/mtnl/500108/,Mahanagar Telephone Nigam Ltd.,2004.66
500109,Mangalore Refinery and Petrochemicals Ltd,Active,A,10.00,INE103A01014,,MRPL,Equity,https://www.bseindia.com/stock-share-price/mangalore-refinery-and-petrochemicals-ltd/mrpl/500109/,Mangalore Refinery & Petrochemicals,27007.55
500110,Chennai Petroleum Corporation Ltd,Active,A,10.00,INE178A01016,,CHENNPETRO,Equity,https://www.bseindia.com/stock-share-price/chennai-petroleum-corporation-ltd/chennpetro/500110/,Chennai Petroleum Corporation Ltd.,16354.94
500112,State Bank of India,Active,A,1.00,INE062A01020,,SBIN,Equity,https://www.bseindia.com/stock-share-price/state-bank-of-india/sbin/500112/,State Bank Of India,955415.07
500113,Steel Authority of India Ltd,Active,A,10.00,INE114A01011,,SAIL,Equity,https://www.bseindia.com/stock-share-price/steel-authority-of-india-ltd/sail/500113/,Steel Authority of India Ltd.,74362.31
500114,Titan Company Ltd,Active,A,1.00,INE280A01028,,TITAN,Equity,https://www.bseindia.com/stock-share-price/titan-company-ltd/titan/500114/,Titan Company Limited,392685.57
500116,IDBI Bank Ltd,Active,A,10.00,INE008A01015,,IDBI,Equity,https://www.bseindia.com/stock-share-price/idbi-bank-ltd/idbi/500116/,IDBI Bank Ltd,89191.18
500117,DCW Ltd,Active,B,2.00,INE500A01029,,DCW,Equity,https://www.bseindia.com/stock-share-price/dcw-ltd/dcw/500117/,DCW Ltd.,1458.36
500119,Dhampur Sugar Mills Ltd,Active,B,10.00,INE041A01016,,DHAMPURSUG,Equity,https://www.bseindia.com/stock-share-price/dhampur-sugar-mills-ltd/dhampursug/500119/,Dhampur Sugar Mills Ltd.,909.29
500120,Diamines & Chemicals Ltd-$,Active,B,10.00,INE591D01014,,DIAMINESQ,Equity,https://www.bseindia.com/stock-share-price/diamines--chemicals-ltd/diaminesq/500120/,Diamines & Chemicals Ltd.,247.26
500123,Elantas Beck India Ltd-$,Active,B,10.00,INE280B01018,,ELANTAS,Equity,https://www.bseindia.com/stock-share-price/elantas-beck-india-ltd/elantas/500123/,Elantas Beck India Ltd,8432.60
500124,Dr Reddys Laboratories Ltd,Active,A,1.00,INE089A01031,,DRREDDY,Equity,https://www.bseindia.com/stock-share-price/dr-reddys-laboratories-ltd/drreddy/500124/,Dr. Reddy's Laboratories Ltd.,106127.38
500125,EID Parry India Ltd,Active,A,1.00,INE126A01031,,EIDPARRY,Equity,https://www.bseindia.com/stock-share-price/eid-parry-india-ltd/eidparry/500125/,E.I.D. Parry (India) Ltd.,12542.90
500126,Procter & Gamble Health Ltd,Active,A,10.00,INE199A01012,,PGHL,Equity,https://www.bseindia.com/stock-share-price/procter--gamble-health-ltd/pghl/500126/,PROCTER & GAMBLE HEALTH LIMITED,10409.97
500128,Electrosteel Castings Ltd,Active,A,1.00,INE086A01029,,ELECTCAST,Equity,https://www.bseindia.com/stock-share-price/electrosteel-castings-ltd/electcast/500128/,Electrosteel Castings Ltd.,5018.42
500133,Esab India Ltd,Active,A,10.00,INE284A01012,,ESABINDIA,Equity,https://www.bseindia.com/stock-share-price/esab-india-ltd/esabindia/500133/,Esab India Ltd.,8989.52
500135,EPL Ltd,Active,A,2.00,INE255A01020,,EPL,Equity,https://www.bseindia.com/stock-share-price/epl-ltd/epl/500135/,EPL LIMITED,7366.43
500136,Ester Industries Ltd,Active,B,5.00,INE778B01029,,ESTER,Equity,https://www.bseindia.com/stock-share-price/ester-industries-ltd/ester/500136/,Ester Industries Ltd.,906.97
500142,FGP Ltd,Active,X,10.00,INE512A01016,,FGP,Equity,https://www.bseindia.com/stock-share-price/fgp-ltd/fgp/500142/,FGP Ltd,13.56
500143,PH Capital Ltd,Active,XT,10.00,INE160F01013,,PHCAP,Equity,https://www.bseindia.com/stock-share-price/ph-capital-ltd/phcap/500143/,P.H. Capital Ltd.,287.42
500144,Finolex Cables Ltd,Active,A,2.00,INE235A01022,,FINCABLES,Equity,https://www.bseindia.com/stock-share-price/finolex-cables-ltd/fincables/500144/,Finolex Cables Ltd.,17796.02
500147,John Cockerill India Ltd-$,Active,B,10.00,INE515A01019,,COCKERILL,Equity,https://www.bseindia.com/stock-share-price/john-cockerill-india-ltd/cockerill/500147/,JOHN COCKERILL INDIA LIMITED,4506.25
500148,Uflex Ltd,Active,B,10.00,INE516A01017,,UFLEX,Equity,https://www.bseindia.com/stock-share-price/uflex-ltd/uflex/500148/,Uflex Limited,3074.04
500150,Foseco India Ltd,Active,B,10.00,INE519A01011,,FOSECOIND,Equity,https://www.bseindia.com/stock-share-price/foseco-india-ltd/fosecoind/500150/,Foseco India Ltd,3973.00
500151,Golden Tobacco Ltd,Active,Z,10.00,INE973A01010,,GOLDENTOBC,Equity,https://www.bseindia.com/stock-share-price/golden-tobacco-ltd/goldentobc/500151/,Golden Tobacco Ltd.,45.77
500153,Ganesh Benzoplast Ltd,Active,B,1.00,INE388A01029,,GANESHBE,Equity,https://www.bseindia.com/stock-share-price/ganesh-benzoplast-ltd/ganeshbe/500153/,Ganesh Benzoplast Ltd.,771.44
500159,Metroglobal Ltd,Active,B,10.00,INE085D01033,,METROGLOBL,Equity,https://www.bseindia.com/stock-share-price/metroglobal-ltd/metroglobl/500159/,Metroglobal Limited,160.66
500160,GTL Ltd,Active,B,10.00,INE043A01012,,GTL,Equity,https://www.bseindia.com/stock-share-price/gtl-ltd/gtl/500160/,GTL Ltd,128.20
500163,Godfrey Phillips India Ltd,Active,A,2.00,INE260B01028,,GODFRYPHLP,Equity,https://www.bseindia.com/stock-share-price/godfrey-phillips-india-ltd/godfryphlp/500163/,Godfrey Phillips India Ltd.,35583.34
500164,Godrej Industries Ltd,Active,A,1.00,INE233A01035,,GODREJIND,Equity,https://www.bseindia.com/stock-share-price/godrej-industries-ltd/godrejind/500164/,Godrej Industries Ltd.,37459.43
500165,Kansai Nerolac Paints Ltd,Active,A,1.00,INE531A01024,,KANSAINER,Equity,https://www.bseindia.com/stock-share-price/kansai-nerolac-paints-ltd/kansainer/500165/,Kansai Nerolac Paints,17071.96
500166,Goodricke Group Ltd,Active,X,10.00,INE300A01016,,GOODRICKE,Equity,https://www.bseindia.com/stock-share-price/goodricke-group-ltd/goodricke/500166/,Goodricke Group Ltd.,381.13
500168,Goodyear India Ltd,Active,B,10.00,INE533A01012,,GOODYEAR,Equity,https://www.bseindia.com/stock-share-price/goodyear-india-ltd/goodyear/500168/,Goodyear India Ltd.,1728.83
500170,GTN Industries Ltd,Active,X,10.00,INE537A01013,,GTNINDS,Equity,https://www.bseindia.com/stock-share-price/gtn-industries-ltd/gtninds/500170/,GTN Industries Limited,41.68
500171,GHCL Ltd,Active,A,10.00,INE539A01019,,GHCL,Equity,https://www.bseindia.com/stock-share-price/ghcl-ltd/ghcl/500171/,GHCL Ltd.,4011.37
500173,GFL Ltd,Active,B,1.00,INE538A01037,,GFLLIMITED,Equity,https://www.bseindia.com/stock-share-price/gfl-ltd/gfllimited/500173/,GFL LIMITED,515.75
500174,Gujarat Lease Financing Ltd,Active,T,10.00,INE540A01017,,GLFL,Equity,https://www.bseindia.com/stock-share-price/gujarat-lease-financing-ltd/glfl/500174/,Gujarat Lease Financing Limited,19.15
500179,HCL Infosystems Ltd,Active,B,2.00,INE236A01020,,HCL-INSYS,Equity,https://www.bseindia.com/stock-share-price/hcl-infosystems-ltd/hcl-insys/500179/,HCL Infosystems Ltd,407.89
500180,HDFC Bank Ltd,Active,A,1.00,INE040A01034,,HDFCBANK,Equity,https://www.bseindia.com/stock-share-price/hdfc-bank-ltd/hdfcbank/500180/,HDFC Bank Ltd.,1201263.14
500182,Hero MotoCorp Ltd,Active,A,2.00,INE158A01026,,HEROMOTOCO,Equity,https://www.bseindia.com/stock-share-price/hero-motocorp-ltd/heromotoco/500182/,Hero MotoCorp Limited,99536.23
500183,HFCL Ltd,Active,A,1.00,INE548A01028,,HFCL,Equity,https://www.bseindia.com/stock-share-price/hfcl-ltd/hfcl/500183/,HFCL LIMITED,32089.08
500184,Himadri Speciality Chemical Ltd,Active,A,1.00,INE019C01026,,HSCL,Equity,https://www.bseindia.com/stock-share-price/himadri-speciality-chemical-ltd/hscl/500184/,Himadri Speciality Chemical Ltd.,33849.70
500185,Hindustan Construction Company Ltd,Active,A,1.00,INE549A01026,,HCC,Equity,https://www.bseindia.com/stock-share-price/hindustan-construction-company-ltd/hcc/500185/,Hindustan Construction Co. Ltd.,7077.80
500186,Hindustan Oil Exploration Company Ltd,Active,B,10.00,INE345A01011,,HINDOILEXP,Equity,https://www.bseindia.com/stock-share-price/hindustan-oil-exploration-company-ltd/hindoilexp/500186/,Hindustan Oil Exploration Co. Ltd.,2152.26
500187,Agi Greenpac Ltd,Active,A,2.00,INE415A01038,,AGI,Equity,https://www.bseindia.com/stock-share-price/agi-greenpac-ltd/agi/500187/,AGI GREENPAC LIMITED,4737.47
500188,Hindustan Zinc Ltd,Active,A,2.00,INE267A01025,,HINDZINC,Equity,https://www.bseindia.com/stock-share-price/hindustan-zinc-ltd/hindzinc/500188/,Hindustan Zinc Ltd.,238033.35
500189,NDL Ventures Ltd,Active,B,10.00,INE353A01023,,NDLVENTURE,Equity,https://www.bseindia.com/stock-share-price/ndl-ventures-ltd/ndlventure/500189/,NDL Ventures Limited,452.38
500191,HMT Ltd,Active,Z,10.00,INE262A01018,,HMT,Equity,https://www.bseindia.com/stock-share-price/hmt-ltd/hmt/500191/,HMT Limited,3077.72
500192,Prag Bosimi Synthetics Ltd,Active,X,10.00,INE962B01011,,PRAGBOS,Equity,https://www.bseindia.com/stock-share-price/prag-bosimi-synthetics-ltd/pragbos/500192/,Prag Bosimi Synthetics Ltd.,14.50
500193,HLV Ltd,Active,B,2.00,INE102A01024,,HLVLTD,Equity,https://www.bseindia.com/stock-share-price/hlv-ltd/hlvltd/500193/,HLV LIMITED,516.86
500199,IG Petrochemicals Ltd,Active,B,10.00,INE204A01010,,IGPL,Equity,https://www.bseindia.com/stock-share-price/ig-petrochemicals-ltd/igpl/500199/,IG Petrochemicals Ltd,1373.45
500201,India Glycols Ltd,Active,B,5.00,INE560A01023,,INDIAGLYCO,Equity,https://www.bseindia.com/stock-share-price/india-glycols-ltd/indiaglyco/500201/,India Glycols Ltd,6407.09
500202,India Lease Development Ltd,Active,X,10.00,INE333C01013,,INDLEASE,Equity,https://www.bseindia.com/stock-share-price/india-lease-development-ltd/indlease/500202/,India Lease Devl. Ltd.,13.73
500206,Margo Finance Ltd,Active,X,10.00,INE680B01019,,MARGOFIN,Equity,https://www.bseindia.com/stock-share-price/margo-finance-ltd/margofin/500206/,Margo Finance Limited,29.52
500207,Indo Rama Synthetics (India) Ltd,Active,B,10.00,INE156A01020,,INDORAMA,Equity,https://www.bseindia.com/stock-share-price/indo-rama-synthetics-(india)-ltd/indorama/500207/,Indo Rama Synthetics (India) Ltd.,1201.12
500209,Infosys Ltd,Active,A,5.00,INE009A01021,,INFY,Equity,https://www.bseindia.com/stock-share-price/infosys-ltd/infy/500209/,Infosys Ltd,426762.46
500210,Ingersoll-Rand (India) Ltd,Active,A,10.00,INE177A01018,,INGERRAND,Equity,https://www.bseindia.com/stock-share-price/ingersoll-rand-(india)-ltd/ingerrand/500210/,Ingersoll-Rand (India) Ltd.,14569.26
500213,International Travel House Ltd-$,Active,X,10.00,INE262B01016,,ITHL,Equity,https://www.bseindia.com/stock-share-price/international-travel-house-ltd/ithl/500213/,International Travel House Ltd,247.39
500214,Ion Exchange India Ltd-$,Active,A,1.00,INE570A01022,,IONEXCHANG,Equity,https://www.bseindia.com/stock-share-price/ion-exchange-india-ltd/ionexchang/500214/,Ion Exchange (India) Ltd,5433.26
500215,Sundrop Brands Ltd,Active,B,10.00,INE209A01019,,SUNDROP,Equity,https://www.bseindia.com/stock-share-price/sundrop-brands-ltd/sundrop/500215/,SUNDROP BRANDS LIMITED,2469.33
500219,Jain Irrigation Systems Ltd,Active,A,2.00,INE175A01038,,JISLJALEQS,Equity,https://www.bseindia.com/stock-share-price/jain-irrigation-systems-ltd/jisljaleqs/500219/,Jain Irrigation Systems Ltd.,2496.85
500220,Jasch Industries Ltd,Active,X,10.00,INE711C01028,,JASCH,Equity,https://www.bseindia.com/stock-share-price/jasch-industries-ltd/jasch/500220/,Jasch Industries Ltd.,159.45
500227,Jindal Poly Films Ltd,Active,B,10.00,INE197D01010,,JINDALPOLY,Equity,https://www.bseindia.com/stock-share-price/jindal-poly-films-ltd/jindalpoly/500227/,Jindal Poly Films Ltd.,3005.72
500228,JSW Steel Ltd,Active,A,1.00,INE019A01038,,JSWSTEEL,Equity,https://www.bseindia.com/stock-share-price/jsw-steel-ltd/jswsteel/500228/,JSW Steel Limited,315096.74
500233,Kajaria Ceramics Ltd,Active,A,1.00,INE217B01036,,KAJARIACER,Equity,https://www.bseindia.com/stock-share-price/kajaria-ceramics-ltd/kajariacer/500233/,Kajaria Ceramics Ltd,18619.73
500234,Kakatiya Cement Sugar & Industries Ltd,Active,T,10.00,INE437B01014,,KAKATCEM,Equity,https://www.bseindia.com/stock-share-price/kakatiya-cement-sugar--industries-ltd/kakatcem/500234/,Kakatiya Cement Sugar & Industries Ltd.,96.24
500235,Kalyani Steels Ltd,Active,B,5.00,INE907A01026,,KSL,Equity,https://www.bseindia.com/stock-share-price/kalyani-steels-ltd/ksl/500235/,Kalyani Steels Ltd,3616.00
500238,Whirlpool of India Ltd,Active,A,10.00,INE716A01013,,WHIRLPOOL,Equity,https://www.bseindia.com/stock-share-price/whirlpool-of-india-ltd/whirlpool/500238/,Whirlpool of India Ltd,10094.56
500239,KG Denim Ltd,Active,X,10.00,INE104A01012,,KGDENIM,Equity,https://www.bseindia.com/stock-share-price/kg-denim-ltd/kgdenim/500239/,K.G.Denim Ltd,40.64
500240,Kinetic Engineering Ltd,Active,X,10.00,INE266B01017,,KINETICENG,Equity,https://www.bseindia.com/stock-share-price/kinetic-engineering-ltd/kineticeng/500240/,Kinetic Engineering Ltd.,606.35
500241,Kirloskar Brothers Ltd-$,Active,A,2.00,INE732A01036,,KIRLOSBROS,Equity,https://www.bseindia.com/stock-share-price/kirloskar-brothers-ltd/kirlosbros/500241/,Kirloskar Brothers Ltd.,15393.02
500243,Kirloskar Industries Ltd,Active,B,10.00,INE250A01039,,KIRLOSIND,Equity,https://www.bseindia.com/stock-share-price/kirloskar-industries-ltd/kirlosind/500243/,Kirloskar Industries Ltd,3939.23
500245,Kirloskar Ferrous Industries Ltd,Active,B,5.00,INE884B01025,,KIRLFER,Equity,https://www.bseindia.com/stock-share-price/kirloskar-ferrous-industries-ltd/kirlfer/500245/,Kirloskar Ferrous Industries Ltd.,7870.11
500246,Envair Electrodyne Ltd,Active,XT,10.00,INE601C01013,,ENVAIREL,Equity,https://www.bseindia.com/stock-share-price/envair-electrodyne-ltd/envairel/500246/,Envair Electrodyne Ltd.,43.45
500247,Kotak Mahindra Bank Ltd,Active,A,1.00,INE237A01036,,KOTAKBANK,Equity,https://www.bseindia.com/stock-share-price/kotak-mahindra-bank-ltd/kotakbank/500247/,Kotak Mahindra Bank Ltd.,396766.24
500248,Krishna Filament Industries Ltd,Active,XT,10.00,INE073A01019,,KRIFILIND,Equity,https://www.bseindia.com/stock-share-price/krishna-filament-industries-ltd/krifilind/500248/,KRISHNA FILAMENT INDUSTRIES LIMITED,4.91
500249,KSB Ltd,Active,A,2.00,INE999A01023,,KSB,Equity,https://www.bseindia.com/stock-share-price/ksb-ltd/ksb/500249/,KSB LIMITED,15707.04
500250,LG Balakrishnan & Bros Ltd,Active,B,10.00,INE337A01034,,LGBBROSLTD,Equity,https://www.bseindia.com/stock-share-price/lg-balakrishnan--bros-ltd/lgbbrosltd/500250/,L.g.Balkrishnan & Bros. Ltd.,4954.17
500251,Trent Ltd,Active,A,1.00,INE849A01020,,TRENT,Equity,https://www.bseindia.com/stock-share-price/trent-ltd/trent/500251/,Trent Ltd [Lakme Ltd],170854.62
500252,LMW Ltd,Active,A,10.00,INE269B01029,,LMW,Equity,https://www.bseindia.com/stock-share-price/lmw-ltd/lmw/500252/,LMW Limited,17763.48
500253,LIC Housing Finance Ltd,Active,A,2.00,INE115A01026,,LICHSGFIN,Equity,https://www.bseindia.com/stock-share-price/lic-housing-finance-ltd/lichsgfin/500253/,Lic Housing Finance Ltd.,30201.21
500257,Lupin Ltd,Active,A,2.00,INE326A01037,,LUPIN,Equity,https://www.bseindia.com/stock-share-price/lupin-ltd/lupin/500257/,Lupin Ltd,107536.52
500259,Lyka Labs Ltd,Active,B,10.00,INE933A01014,,LYKALABS,Equity,https://www.bseindia.com/stock-share-price/lyka-labs-ltd/lykalabs/500259/,Lyka Labs Ltd.,242.37
500260,The Ramco Cements Ltd,Active,A,1.00,INE331A01037,,RAMCOCEM,Equity,https://www.bseindia.com/stock-share-price/the-ramco-cements-ltd/ramcocem/500260/,The Ramco Cements Limited,20924.87
500262,Hybrid Financial Services Ltd,Active,B,5.00,INE965B01022,,HYBRIDFIN,Equity,https://www.bseindia.com/stock-share-price/hybrid-financial-services-ltd/hybridfin/500262/,HYBRID FINANCIAL SERVICES LIMITED,75.50
500264,Mafatlal Industries Ltd-$,Active,B,2.00,INE270B01035,,MAFATIND,Equity,https://www.bseindia.com/stock-share-price/mafatlal-industries-ltd/mafatind/500264/,Mafatlal Industries Ltd.,950.24
500265,Maharashtra Seamless Ltd,Active,A,5.00,INE271B01025,,MAHSEAMLES,Equity,https://www.bseindia.com/stock-share-price/maharashtra-seamless-ltd/mahseamles/500265/,Maharashtra Seamless Ltd.,8458.89
