isin,name,nse_symbol,bse_code,sector,industry,series,exchange
INE557D01015,C.J. Gelatine Products Ltd.,,507515,,,,BSE
INE216C01010,Calcom Vision Ltd.,,517236,,,,BSE
INE526B01014,California Software Co. Ltd.,,532386,,,,BSE
INE714Q01014,Callista Industries Limited,,539335,,,,BSE
INE627H01017,Cambridge Technology Enterprises Limited,CTE,532801,,,EQ,BOTH
INE198C01010,Camex  Ltd.,,524440,,,,BSE
INE052I01032,Camlin Fine Sciences Limited,CAMLINFINE,532834,,,EQ,BOTH
INE278Y01022,Campus Activewear Limited,CAMPUS,543523,,,EQ,BOTH
INE477A01020,Can Fin Homes Limited,CANFINHOME,511196,,,EQ,BOTH
INE476A01022,Canara Bank,CANBK,532483,,,EQ,BOTH
INE01TY01017,Canara HSBC Life Insurance Company Limited,CANHLIFE,544583,,,EQ,BOTH
INE218I01013,Canara Robeco Asset Management Company Limited,CRAMC,544580,,,EQ,BOTH
INE713D01055,CANDOUR TECHTEX LIMITED,,522292,,,,BSE
INE068L01024,Cantabil Retail India Limited,CANTABIL,533267,,,EQ,BOTH
INE264T01014,Capacit'e Infraprojects Limited,CAPACITE,540710,,,EQ,BOTH
INE0ILV01024,Capillary Technologies India Limited,CAPILLARY,544614,,,EQ,BOTH
INE345H01024,Capital India Finance Limited,CIFL,530879,,,EQ,BOTH
INE646H01017,Capital Small Finance Bank Limited,CAPITALSFB,544120,,,EQ,BOTH
INE172D01021,Capital Trade Links Limited,,538476,,,,BSE
INE707C01018,Capital Trust Ltd.,,511505,,,,BSE
INE0WXM01011,CAPITALNUMBERS INFOTECH  LIMITED,,544343,,,,BSE
INE475E01026,Caplin Point Laboratories Limited,CAPLIPOINT,524742,,,EQ,BOTH
INE180C01042,Capri Global Capital Limited,CGCL,531595,,,EQ,BOTH
INE479A01018,Caprihans India Ltd.,,509486,,,,BSE
INE470N01010,Caprolactam Chemicals ltd.,,507486,,,,BSE
INE513R01026,Captain Pipes Limited,,538817,,,,BSE
INE536P01021,CAPTAIN POLYPLAST LIMITED,,536974,,,,BSE
INE931X01010,Captain Technocast Limited,,540652,,,,BSE
INE120A01034,Carborundum Universal Limited,CARBORUNIV,513375,,,EQ,BOTH
INE752H01013,CARE Ratings Limited,CARERATING,534804,,,EQ,BOTH
INE0P6P01016,Career Point Edutech Limited,CPEDU,544499,,,EQ,BOTH
INE0KZM01011,Cargosol Logistics Limited,,543621,,,,BSE
INE0M4L01013,Cargotrans Maritime Limited,,543618,,,,BSE
INE0V7W01012,Carraro India Limited,CARRARO,544320,,,EQ,BOTH
INE290S01011,Cartrade Tech Limited,CARTRADE,543333,,,EQ,BOTH
INE482D01024,CARYSIL LIMITED,CARYSIL,524091,,,EQ,BOTH
INE176N01039,CASPIAN CORPORATE SERVICES LIMITED,,534732,,,,BSE
INE172A01027,Castrol India Limited,CASTROLIND,500870,,,EQ,BOTH
INE660B01011,Catvision Limited,,531158,,,,BSE
INE778E01031,CCL International Ltd,,531900,,,,BSE
INE421D01022,CCL Products (India) Limited,CCL,519600,,,EQ,BOTH
INE194N01016,CCME GLOBAL LIMITED,,514336,,,,BSE
INE198N01017,CDG PETCHEM LIMITED,,534796,,,,BSE
INE482A01020,CEAT Limited,CEATLTD,500878,,,EQ,BOTH
INE358C01010,Ceejay Finance Limited,,530789,,,,BSE
INE418D01010,Ceenik Exports (india) Ltd.,,531119,,,,BSE
INE760J01012,Ceeta Industries Ltd.,,514171,,,,BSE
INE0AG901020,Ceigall India Limited,CEIGALL,544223,,,EQ,BOTH
INE016Q01014,Ceinsys Tech Limited,CEINSYS,538734,,,EQ,BOTH
INE185H01016,Celebrity Fashions Limited,CELEBRITY,532695,,,EQ,BOTH
INE266H01014,CELLA SPACE LIMITED,,532701,,,,BSE
INE0LMW01024,Cello World Limited,CELLO,544012,,,EQ,BOTH
INE222B01028,CEMANTIC INFRA-TECH LIMITED,,538596,,,,BSE
INE686A01026,Cemindia Projects Limited,CEMPRO,509496,,,EQ,BOTH
INE627F01011,Cenlub Industries Ltd.,,522251,,,,BSE
INE405H01018,Centenial Surgical Suture Ltd.,,531380,,,,BSE
INE483A01010,Central Bank of India,CENTRALBK,532885,,,EQ,BOTH
INE736A01011,Central Depository Services (India) Limited,CDSL,,,,EQ,NSE
INE05HV01027,Central Mine Planning & Design Institute Limited,CMPDI,544739,,,EQ,BOTH
INE660C01027,Centrum Capital Limited,CENTRUM,501150,,,EQ,BOTH
INE320B01020,Centum Electronics Limited,CENTUM,517544,,,EQ,BOTH
INE396H01019,CENTUPLE GLOBAL LIMITED,,531099,,,,BSE
INE485A01015,Century Enka Limited,CENTENKA,500280,,,EQ,BOTH
